id,nombre,precio,stock,bodega,vendidos
823,Q.U.B.E. 2,,,,
824,Qbics Paint,,,,
825,Qbik,,,,
826,Quad Fighter K,,,,
827,Quest for the Golden Duck,,,,
828,Quest of Dungeons,,,,
829,R-Type Dimensions EX,,,,
830,Rad Rodgers Radical Edition,,,,
831,Radiation Island,,,,
832,Rage in Peace,,,,
833,Raging Justice,,,,
834,Raining Coins,,,,
835,Rally Racers,,,,
836,The Raven Remastered,,,,
837,Rayman Legends,,,,
838,Razed,,,,
839,R.B.I. Baseball 17,,,,
840,R.B.I. Baseball 18,,,,
841,R.B.I. Baseball 19,,,,
842,Red Game Without a Great Name,,,,
843,The Red Strings Club,,,,
844,Regalia: Of Men and Monarchs – Royal Edition,,,,
845,Reigns: Game of Thrones,,,,
846,Reigns: Kings & Queens,,,,
847,RemiLore: Lost Girl in the Lands,,,,
848,Resident Evil: Origins Collection,,,,
849,Resident Evil,,,,
850,Resident Evil 4,,,,
851,Resident Evil: Revelations,,,,
852,Resident Evil: Revelations 2,,,,
853,Resident Evil Zero,,,,
854,Retimed,,,,
855,Retro City Rampage DX,,,,
856,Revenant Saga,,,,
857,Reverie: Sweet As Edition,,,,
858,Rico,,,,
859,Rime,,,,
860,Riot: Civil Unrest,,,,
861,Riptide GP: Renegade,,,,
862,Risk of Rain,,,,
863,Rival Megagun,,,,
864,Rive,,,,
865,Robbotto,,,,
866,Robonauts,,,,
867,Rock 'N Racing Off Road DX,,,,
868,Rocket Fist,,,,
869,Rocket League,,,,
870,Rogue Aces,,,,
871,Rogue Legacy,,,,
872,Rogue Trooper Redux,,,,
873,RollerCoaster Tycoon Adventures,,,,
874,Romancing SaGa 2,,,,
875,The Room,,,,
876,Rotating Brave,,,,
877,Runbow,,,,
878,Runner3,,,,
879,RXN: Raijin,,,,
880,Saboteur,,,,
881,Safety First!,,,,
882,Saints Row: The Third,,,,
883,Sally's Law,,,,
884,Salt and Sanctuary,,,,
885,Samurai Defender: Ninja Warfare,,,,
886,Santa Tracker,,,,
887,Saturday Morning RPG,,,,
888,Sausage Sports Club,,,,
889,Save Me Mr Tako: Tasukete Tako-San,,,,
890,Scribblenauts Mega Pack,,,,
891,Scribblenauts Showdown,,,,
892,Sega Genesis Classics,,,,
893,Semblance,,,,
894,Semispheres,,,,
895,Senran Kagura: Peach Ball,,,,
896,Senran Kagura: Reflexions,,,,
897,Serial Cleaner,,,,
898,Severed,,,,
899,The Sexy Brutale,,,,
900,Shadow Bug,,,,
901,Shadow of Loot Box,,,,
902,Shadowgate,,,,
903,Shanky: The Vegan's Nightmare,,,,
904,Shantae: Half-Genie Hero,,,,
905,Shantae and the Pirate's Curse,,,,
906,Shape of the World,,,,
907,Shaq Fu: A Legend Reborn,,,,
908,She Remembered Caterpillars,,,,
909,Shelter Generations,,,,
910,Sheltered,,,,
911,Shephy,,,,
912,Shift Quantum,,,,
913,Shiftlings: Enhanced Edition,,,,
914,Shining Resonance Refrain,,,,
915,Shovel Knight,,,,
916,Shu,,,,
917,Siegecraft Commander,,,,
918,Silver Star Chess,,,,
919,Sine Mora EX,,,,
920,Sinner: Sacrifice for Redemption,,,,
921,Skies of Fury DX,,,,
922,Sky Force Reloaded,,,,
923,Sky Gambler: Afterburner,,,,
924,Sky Ride,,,,
925,Sky Rogue,,,,
926,Skyhill,,,,
927,Skylanders: Imaginators,,,,
928,Skypeace,,,,
929,Slain: Back from Hell,,,,
930,Slayaway Camp: Butcher's Cut,,,,
931,Sleep Tight,,,,
932,Slime-san,,,,
933,Slime Tactics,,,,
934,Sling Ming,,,,
935,Smite,,,,
936,Smoke and Sacrifice,,,,
937,Snake Pass,,,,
938,Sniper Elite V2 Remastered,,,,
939,Snipperclips,,,,
940,Snipperclips Plus,,,,
941,SNK 40th Anniversary Collection,,,,
942,SNK Heroines: Tag Team Frenzy,,,,
943,Snow Moto Racing Freedom,,,,
944,Soccer Slammers,,,,
945,Sol Divide: Sword of Darkness,,,,
946,"Soldam: Drop, Connect, Erase",,,,
947,Solitaire Klondike Black,,,,
948,Solstice Chronicles: MIA,,,,
949,Son of a Witch,,,,
950,Songbringer,,,,
951,Sonic Forces,,,,
952,Sonic Mania,,,,
953,Sonic Mania Plus,,,,
954,South Park: The Fractured but Whole,,,,
955,South Park: The Stick of Truth,,,,
956,Space Dave!,,,,
957,Sparkle 2,,,,
958,Sparkle 2: EVO,,,,
959,Sparkle 3: Genesis,,,,
960,Sparkle Unleashed,,,,
961,Spartan,,,,
962,Spectrum,,,,
963,The Spectrum Retreat,,,,
964,Speed Brawl,,,,
965,Spellspire,,,,
966,Spelunker Party!,,,,
967,Sphinx and the Cursed Mummy,,,,
968,SpiderSolitaire Black,,,,
969,Spintires: MudRunner - American Wilds,,,,
970,Spiral Splatter,,,,
971,SpiritSphere DX,,,,
972,Splasher,,,,
973,Splat the Fruit,,,,
974,Splatoon 2,,,,
975,Spoiler Alert,,,,
976,Sports Party,,,,
977,Spot the Difference: Ultimate Edition,,,,
978,Spy Chameleon,,,,
979,Squareboy vs. Bullies: Arena Edition,,,,
980,Star Ghost,,,,
981,Star Wars Pinball,,,,
982,Stardew Valley,,,,
983,Starlink: Battle for Atlas,,,,
984,State of Mind,,,,
985,SteamWorld Dig,,,,
986,SteamWorld Dig 2,,,,
987,SteamWorld Heist,,,,
988,SteamWorld Quest: Hand of Gilgamech,,,,
989,Steins;Gate Elite,,,,
990,Steredenn: Binary Stars,,,,
991,Stern Pinball Arcade,,,,
992,Steven Universe: Save the Light,,,,
993,Stick It to the Man!,,,,
994,Stikbold! A Dodgeball Adventure Deluxe,,,,
995,The Stillness of the Wind,,,,
996,Stranger Things 3: The Game,,,,
997,Street Fighter 30th Anniversary Collection,,,,
998,Streets of Red: Devil's Dare Deluxe,,,,
999,Stunt Kite Party,,,,
1000,Subsurface Circular,,,,
1001,Suicide Guy,,,,
1002,Sumer,,,,
1003,Super Beat Sports,,,,
1004,Super Bomberman R,,,,
1005,Super Chariot,,,,
1006,Super Crate Box,,,,
1007,Super Dragon Ball Heroes: World Mission,,,,
1008,Super Hydorah,,,,
1009,Super Mario Maker 2,,,,
1010,Super Mario Odyssey,,,,
1011,Super Mario Party,,,,
1012,Super Meat Boy,,,,
1013,Super Neptunia RPG,,,,
1014,Super One More Jump,,,,
1015,Super Ping Pong Trick Shot,,,,
1016,Super Putty Squad,,,,
1017,Super Rocket Shootout,,,,
1018,Super Smash Bros. Ultimate,,,,
1019,Super Sportmatchen,,,,
1020,Super Toy Cars,,,,
1021,Superbeat: Xonic,,,,
1022,Superbrothers: Sword & Sworcery EP,,,,
1023,Superola and the Lost Burgers,,,,
1024,Surfingers,,,,
1025,Surgeon Simulation CPR,,,,
1026,Sushi Striker: The Way of Sushido,,,,
1027,Swap This!,,,,
1028,Swim Out,,,,
1029,Swimsanity,,,,
1030,The Swindle,,,,
1031,Sword Art Online: Hollow Realization,,,,
1032,Swords & Soldiers II: Shawarmageddon,,,,
1033,Syberia,,,,
1034,Syberia 2,,,,
1035,Syberia 3,,,,
1036,Tachyon Project,,,,
1037,Tactical Mind,,,,
1038,Taiko no Tatsujin: Drum 'n' Fun!,,,,
1039,Tales of the Tiny Planet,,,,
1040,Tales of Vesperia,,,,
1041,Tallowmere,,,,
1042,Tangledeep,,,,
1043,Tanzia,,,,
1044,Team Sonic Racing,,,,
1045,Teddy the Wanderer: Mountain Hike,,,,
1046,Tennis,,,,
1047,Tennis in the Face,,,,
1048,Tennis World Tour,,,,
1049,Tesla vs. Lovecraft,,,,
1050,Teslagrad,,,,
1051,Tetris 99,,,,
1052,Thimbleweed Park,,,,
1053,This Is the Police,,,,
1054,This Is the Police 2,,,,
1055,This War of Mine,,,,
1056,Thumper,,,,
1057,Timberman Vs.,,,,
1058,Time Recoil,,,,
1059,Tiny Barbarian DX,,,,
1060,Tiny Metal,,,,
1061,Tiny Troopers: Joint Ops DX,,,,
1062,Titan Quest,,,,
1063,To the Moon,,,,
1064,Toby: The Secret Mine,,,,
1065,ToeJam & Earl: Back in the Groove,,,,
1066,Toki Tori,,,,
1067,Toki Tori 2+,,,,
1068,Tokyo 2020 Olympics: The Official Game,,,,
1069,Tokyo School Life,,,,
1070,Toridama: Brave Challenge,,,,
1071,TorqueL: Physics Modified Edition,,,,
1072,Totes the Goat,,,,
1073,Touch Battle Tank SP,,,,
1074,Touhou Genso Wanderer: Reloaded,,,,
1075,Touhou Kobuto V: Burst Battle,,,,
1076,Touhou Sky Arena: Matsuri Climax,,,,
1077,Towaga 2,,,,
1078,Tower of Babel,,,,
1079,TowerFall,,,,
1080,Townsmen,,,,
1081,The Trail: Frontier Challenge,,,,
1082,Transcripted,,,,
1083,Transistor,,,,
1084,Travis Strikes Again: No More Heroes,,,,
1085,Treadnauts,,,,
1086,Treasure Stack,,,,
1087,Trials Rising,,,,
1088,Trine 2: Complete Story,,,,
1089,Troll and I,,,,
1090,Trüberbrook,,,,
1091,TT Isle of Man,,,,
1092,TumbleSeed,,,,
1093,Tumblestone,,,,
1094,Turok: Dinosaur Hunter,,,,
1095,TurtlePop: Journey to Freedom,,,,
1096,Twin Robots: Ultimate Edition,,,,
1097,Twist & Match,,,,
1098,Typoman,,,,
1099,Tyr: Chains of Valhalla,,,,
1100,Ultimate Chicken Horse,,,,
1101,Ultra Hyperball,,,,
1102,Ultra Street Fighter II: The Final Challengers,,,,
1103,Ultrawings,,,,
1104,Umihara Kawase Fresh!,,,,
1105,Unbox: Newbie's Adventure,,,,
1106,Uncanny Valley,,,,
1107,Undertale,,,,
1108,Unepic,,,,
1109,Unexplored: Unlocked Edition,,,,
1110,Unholy Heights,,,,
1111,Unit 4,,,,
1112,Unknown Fate,,,,
1113,Uno,,,,
1114,Unravel Two,,,,
1115,Unruly Heroes,,,,
1116,Unsung Story,,,,
1117,Unworthy,,,,
1118,Urban Trial Playground,,,,
1119,Use Your Words,,,,
1120,Utopia 9: A Volatile Vacation,,,,
1121,Uurnog Uurnlimited,,,,
1122,V.O.I.D.,,,,
1123,V-Rally 4,,,,
1124,VA-11 HALL-A: Cyberpunk Bartender Action,,,,
1125,Vaccine,,,,
1126,Valiant Hearts: The Great War,,,,
1127,Valkyria Chronicles,,,,
1128,Valkyria Chronicles 4,,,,
1129,Valley,,,,
1130,Valthirian Arc: Hero School Story,,,,
1131,Vambrace: Cold Soul,,,,
1132,Vaporum,,,,
1133,Varion,,,,
1134,Vegas Party,,,,
1135,Velocity 2X,,,,
1136,Vertical Drop Heroes HD,,,,
1137,Vesta,,,,
1138,Victor Vran,,,,
1139,Violett,,,,
1140,Voez,,,,
1141,Volgarr the Viking,,,,
1142,Vostok Inc.,,,,
1143,Vroom in the Night Sky,,,,
1144,VVVVVV,,,,
1145,The Walking Dead: The Complete First Season,,,,
1146,The Walking Dead: The Final Season,,,,
1147,Wanderjahr TryAgainOrWalkAway,,,,
1148,Wandersong,,,,
1149,War Theatre,,,,
1150,The Wardrobe,,,,
1151,Warframe,,,,
1152,Wargroove,,,,
1153,Warhammer Age of Sigmar: Champions,,,,
1154,Warplanes: WW2 Dogfight,,,,
1155,Warp Shift,,,,
1156,Warriors Orochi 4,,,,
1157,Wasteland 2: Director's Cut,,,,
1158,The Way Remastered,,,,
1159,West of Loathing,,,,
1160,Wheels of Aurelia,,,,
1161,When Ski Lifts Go Wrong,,,,
1162,Whispering Willows,,,,
1163,White Night,,,,
1164,Wild Guns Reloaded,,,,
1165,Will: A Wonderful World,,,,
1166,Windjammers,,,,
1167,Windscape,,,,
1168,Witch and Hero,,,,
1169,Wizard of Legend,,,,
1170,Wolfenstein II: The New Colossus,,,,
1171,Wolfenstein: Youngblood,,,,
1172,Wonder Boy: The Dragon's Trap,,,,
1173,Woodle Tree Adventures,,,,
1174,World Conqueror X,,,,
1175,World End Syndrome,,,,
1176,The World Ends with You: Final Remix,,,,
1177,World of Final Fantasy Maxima,,,,
1178,World of Goo,,,,
1179,World to the West,,,,
1180,WorldNeverland: Daily Life in the Elnea Kingdom,,,,
1181,Worms W.M.D,,,,
1182,Wulverblade,,,,
1183,WWE 2K18,,,,
1184,X-Morph: Defense,,,,
1185,Xenoblade Chronicles 2,,,,
1186,Xenoraid,,,,
1187,Xenon Racer,,,,
1188,Xeodrifter,,,,
1189,Yesterday Origins,,,,
1190,YIIK: A Postmodern RPG,,,,
1191,Yodanji,,,,
1192,Yoku's Island Express,,,,
1193,Yomawari: The Long Night Collection,,,,
1194,Yonder: The Cloud Catcher Chronicles,,,,
1195,Yono and the Celestial Elephants,,,,
1196,Yooka-Laylee,,,,
1197,Yoshi's Crafted World,,,,
1198,Ys VIII: Lacrimosa of Dana,,,,
1199,Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,,,,
1200,Yume Nikki: Dream Diary,,,,
1201,Zarvot,,,,
1202,Zombie Gold Rush,,,,
1203,Zombillie,,,,
